close,change,momentum,Prediction
50.6497,-0.4478,-1.0,65.9438
50.7989,0.1493,1.0,66.2072
51.1238,0.3248,1.0,66.295
51.0887,-0.0351,-1.0,66.4355
50.7375,-0.3512,-1.0,67.0325
52.1159,1.3784,1.0,65.2327
50.3687,-1.7471,-1.0,65.8736
49.5171,-0.8516,-1.0,66.1194
50.3161,0.7989,1.0,66.295
49.482,-0.8341,-1.0,66.295
48.6216,-0.8604,-1.0,66.5759
48.5514,-0.0702,-1.0,66.137
48.6567,0.1054,1.0,66.734
48.806,0.1493,1.0,66.5145
48.086,-0.7199,-1.0,66.4794
47.9982,-0.0878,-1.0,67.1203
48.0597,0.0615,1.0,67.5768
48.4811,0.4214,1.0,67.8929
48.3407,-0.1405,-1.0,67.9192
48.6392,0.2985,1.0,69.9824
49.2713,0.6321,1.0,69.403
48.8762,-0.3951,-1.0,70.0439
48.6216,-0.2546,-1.0,70.2458
49.0694,0.4478,1.0,70.3424
49.4118,0.3424,1.0,70.5092
49.8156,0.4039,1.0,70.5268
49.5259,-0.2897,-1.0,70.2546
49.7542,0.2283,1.0,69.8595
50.2546,0.5004,1.0,70.5356
50.518,0.2634,1.0,69.6488
50.3161,-0.2019,-1.0,68.9464
50.3336,0.0176,1.0,69.9385
50.9482,0.6146,1.0,69.3679
50.3951,-0.5531,-1.0,68.9289
50.5531,0.158,1.0,67.9807
50.3951,-0.158,-1.0,67.7349
50.878,0.4829,1.0,67.6207
51.1501,0.2722,1.0,68.0597
51.0272,-0.1229,-1.0,67.8227
51.2467,0.2195,1.0,69.4381
50.5531,-0.6936,-1.0,69.7366
50.4653,-0.0878,-1.0,70.2107
50.1317,-0.3336,-1.0,70.1844
49.9473,-0.1844,-1.0,70.4302
49.4557,-0.4917,-1.0,70.8955
49.9824,0.5268,1.0,70.8692
51.2643,1.2818,1.0,71.1853
51.4662,0.2019,1.0,70.9394
51.9227,0.4565,1.0,70.1141
51.7208,-0.2019,-1.0,70.878
52.0193,0.2985,1.0,70.0702
51.8876,-0.1317,-1.0,70.9219
52.0808,0.1932,1.0,70.5443
52.1686,0.0878,1.0,70.7902
52.1598,-0.0088,-1.0,70.5443
51.9227,-0.237,-1.0,69.403
51.6506,-0.2722,-1.0,70.1932
51.9491,0.2985,1.0,70.3161
52.432,0.4829,1.0,70.0702
52.6427,0.2107,1.0,70.2107
52.2915,-0.3512,-1.0,70.518
52.4232,0.1317,1.0,70.5707
52.5812,0.158,1.0,69.6313
52.3617,-0.2195,-1.0,67.5768
52.9148,0.5531,1.0,67.1642
52.2125,-0.7024,-1.0,67.6295
52.0544,-0.158,-1.0,67.1905
53.2485,1.194,1.0,67.8666
52.2827,-0.9658,-1.0,67.252
53.7577,1.475,1.0,65.0395
53.3538,-0.4039,-1.0,65.8033
53.1168,-0.2371,-1.0,64.5566
53.4943,0.3775,1.0,65.1449
52.9763,-0.518,-1.0,65.7507
52.9939,0.0176,1.0,65.3644
53.0729,0.079,1.0,65.5487
53.3275,0.2546,1.0,66.3565
53.7489,0.4214,1.0,66.9096
53.9596,0.2107,1.0,66.9623
53.7401,-0.2195,-1.0,67.1554
52.9148,-0.8253,-1.0,66.8569
53.5645,0.6497,1.0,67.173
53.3538,-0.2107,-1.0,66.9008
53.626,0.2722,1.0,67.4276
54.0738,0.4478,1.0,67.6119
53.8718,-0.2019,-1.0,67.9719
54.1264,0.2546,1.0,68.2353
54.2932,0.1668,1.0,68.288
55.0132,0.7199,1.0,67.3134
54.6971,-0.3161,-1.0,68.8762
55.6102,0.9131,1.0,68.2353
55.619,0.0088,1.0,68.5075
56.0755,0.4565,1.0,68.9728
56.1633,0.0878,1.0,68.6655
56.3477,0.1844,1.0,68.3933
57.0852,0.7375,1.0,68.209
56.6111,-0.4741,-1.0,67.5944
56.3828,-0.2283,-1.0,68.086
56.4618,0.079,1.0,68.9113
56.5672,0.1054,1.0,69.3503
55.9526,-0.6146,-1.0,68.7357
56.2599,0.3073,1.0,68.7796
56.1282,-0.1317,-1.0,68.2616
56.8832,0.7551,1.0,67.1203
56.7691,-0.1141,-1.0,67.3222
57.0939,0.3248,1.0,66.9008
56.7867,-0.3073,-1.0,67.3134
57.3134,0.5268,1.0,67.5593
56.8481,-0.4653,-1.0,67.8314
56.8218,-0.0263,-1.0,68.0421
55.9877,-0.8341,-1.0,68.1914
56.4179,0.4302,1.0,67.928
56.5935,0.1756,1.0,66.5672
57.6471,1.0536,1.0,66.0843
58.0421,0.3951,1.0,66.3389
57.8666,-0.1756,-1.0,66.6198
56.5935,-1.273,-1.0,66.0404
57.4276,0.8341,1.0,64.7322
57.3749,-0.0527,-1.0,65.18
56.7428,-0.6321,-1.0,65.9175
57.2695,0.5268,1.0,66.2248
57.5066,0.237,1.0,66.9974
58.2616,0.7551,1.0,66.7779
58.5338,0.2722,1.0,67.0149
58.6216,0.0878,1.0,66.9798
58.4636,-0.158,-1.0,67.2695
58.9464,0.4829,1.0,66.4267
59.122,0.1756,1.0,66.4443
58.6655,-0.4565,-1.0,67.5944
59.1659,0.5004,1.0,68.446
60.7814,1.6155,1.0,68.1475
60.2985,-0.4829,-1.0,68.0773
60.2722,-0.0263,-1.0,68.367
60.1932,-0.079,-1.0,67.6558
61.4574,1.2643,1.0,68.007
61.4838,0.0263,1.0,68.3494
61.5277,0.0439,1.0,68.5426
62.1686,0.6409,1.0,69.2625
62.9851,0.8165,1.0,69.2889
62.3178,-0.6673,-1.0,68.5601
63.2046,0.8867,1.0,67.3837
62.3793,-0.8253,-1.0,68.3143
62.3617,-0.0176,-1.0,68.525
61.6857,-0.676,-1.0,68.0948
61.396,-0.2897,-1.0,68.2353
61.3257,-0.0702,-1.0,68.5514
61.8876,0.5619,1.0,69.2274
61.2555,-0.6321,-1.0,69.6225
61.2906,0.0351,1.0,69.245
60.3336,-0.957,-1.0,69.8507
61.0623,0.7287,1.0,69.9561
60.5531,-0.5092,-1.0,69.6927
59.5786,-0.9745,-1.0,69.1045
59.6488,0.0702,1.0,69.2098
60.5004,0.8516,1.0,69.0957
60.3863,-0.1141,-1.0,69.8946
59.7981,-0.5882,-1.0,70.2371
59.1133,-0.6848,-1.0,69.7103
59.9473,0.8341,1.0,68.9552
59.7103,-0.237,-1.0,68.7006
60.3161,0.6058,1.0,69.1923
61.1062,0.7902,1.0,69.0518
60.6146,-0.4917,-1.0,68.6743
59.8771,-0.7375,-1.0,69.0167
60.2985,0.4214,1.0,68.885
60.0351,-0.2634,-1.0,69.7542
60.439,0.4039,1.0,69.5522
60.8867,0.4478,1.0,69.4118
60.9043,0.0176,1.0,69.5786
60.4565,-0.4478,-1.0,69.4557
60.9745,0.518,1.0,69.7805
61.5277,0.5531,1.0,69.6049
61.6681,0.1405,1.0,70.5619
62.1159,0.4478,1.0,70.4302
62.309,0.1932,1.0,70.7551
62.3705,0.0615,1.0,70.6234
62.9939,0.6234,1.0,70.6497
63.0817,0.0878,1.0,70.6497
64.4513,1.3696,1.0,70.3687
63.5294,-0.9219,-1.0,70.3512
63.4767,-0.0527,-1.0,70.5356
63.4943,0.0176,1.0,70.5356
63.9333,0.439,1.0,70.676
63.986,0.0527,1.0,70.2019
64.2318,0.2458,1.0,71.1414
63.6436,-0.5882,-1.0,71.0975
63.4065,-0.237,-1.0,71.712
63.3626,-0.0439,-1.0,71.8437
63.6348,0.2722,1.0,72.3705
63.3011,-0.3336,-1.0,72.5285
63.3363,0.0351,1.0,72.4232
63.2924,-0.0439,-1.0,71.8788
63.0817,-0.2107,-1.0,72.1247
62.8446,-0.237,-1.0,71.3872
62.8622,0.0176,1.0,71.5891
63.4241,0.5619,1.0,71.2994
63.2046,-0.2195,-1.0,70.6585
63.5119,0.3073,1.0,70.5531
63.6172,0.1054,1.0,70.2985
63.9157,0.2985,1.0,71.2204
64.0825,0.1668,1.0,71.4135
63.8104,-0.2722,-1.0,71.3521
62.8709,-0.9394,-1.0,71.993
63.1168,0.2458,1.0,72.3354
63.1256,0.0088,1.0,72.23
63.5119,0.3863,1.0,73.0904
63.0641,-0.4478,-1.0,73.2485
63.5997,0.5356,1.0,73.3714
63.4592,-0.1405,-1.0,73.6523
63.2397,-0.2195,-1.0,73.3011
62.2827,-0.957,-1.0,73.4153
62.2827,0.0,0.0,73.5909
62.5988,0.3161,1.0,73.4592
62.4759,-0.1229,-1.0,73.3099
62.6954,0.2195,1.0,73.2924
63.2572,0.5619,1.0,73.4767
63.5119,0.2546,1.0,73.5558
64.2054,0.6936,1.0,73.5821
64.7849,0.5795,1.0,74.0474
64.741,-0.0439,-1.0,73.8279
64.9781,0.2371,1.0,73.4065
65.1273,0.1493,1.0,73.4065
65.0483,-0.079,-1.0,73.0465
65.0571,0.0088,1.0,72.8885
65.1098,0.0527,1.0,73.2748
65.619,0.5092,1.0,73.2309
65.5663,-0.0527,-1.0,73.1782
65.3468,-0.2195,-1.0,73.9157
64.2054,-1.1413,-1.0,73.6436
64.0474,-0.158,-1.0,72.95
63.6699,-0.3775,-1.0,72.5285
64.0211,0.3512,1.0,73.6875
63.705,-0.3161,-1.0,72.309
63.547,-0.158,-1.0,72.511
63.3538,-0.1931,-1.0,72.7041
63.2309,-0.1229,-1.0,72.9412
62.4232,-0.8077,-1.0,71.42
62.7919,0.3687,1.0,72.5
62.3529,-0.439,-1.0,74.85
61.6681,-0.6848,-1.0,74.52
61.7033,0.0351,1.0,73.52
63.0465,1.3433,1.0,74.78
63.6611,0.6146,1.0,73.19
63.9684,0.3073,1.0,72.66
63.4943,-0.4741,-1.0,71.95
64.7234,1.2291,1.0,72.64
65.0395,0.3161,1.0,71.78
65.1361,0.0966,1.0,71.63
65.5839,0.4478,1.0,72.68
66.2423,0.6585,1.0,73.35
65.9438,-0.2985,-1.0,74.81
66.2072,0.2634,1.0,74.61
66.295,0.0878,1.0,75.44
66.4355,0.1405,1.0,76.2
67.0325,0.597,1.0,76.47
65.2327,-1.7998,-1.0,77.26
65.8736,0.6409,1.0,77.92
66.1194,0.2458,1.0,78.95
66.295,0.1756,1.0,81.78
66.295,0.0,0.0,81.74
66.5759,0.2809,1.0,83.15
66.137,-0.439,-1.0,84.3
66.734,0.597,1.0,84.75
66.5145,-0.2195,-1.0,84.38
66.4794,-0.0351,-1.0,85.12
67.1203,0.6409,1.0,84.95
67.5768,0.4565,1.0,85.21
67.8929,0.3161,1.0,85.41
67.9192,0.0263,1.0,84.75
69.9824,2.0632,1.0,84.84
69.403,-0.5795,-1.0,84.75
70.0439,0.6409,1.0,84.27
70.2458,0.2019,1.0,84.12
70.3424,0.0966,1.0,84.14
70.5092,0.1668,1.0,84.79
70.5268,0.0176,1.0,84.52
70.2546,-0.2722,-1.0,84.86
69.8595,-0.3951,-1.0,85.64
70.5356,0.676,1.0,86.07
69.6488,-0.8867,-1.0,85.8
68.9464,-0.7024,-1.0,85.94
69.9385,0.9921,1.0,86.06
69.3679,-0.5707,-1.0,85.82
68.9289,-0.439,-1.0,85.59
67.9807,-0.9482,-1.0,85.26
67.7349,-0.2458,-1.0,84.13
67.6207,-0.1141,-1.0,84.6
68.0597,0.439,1.0,82.5
67.8227,-0.237,-1.0,82.78
69.4381,1.6154,1.0,82.91
69.7366,0.2985,1.0,84.69
70.2107,0.4741,1.0,85.68
70.1844,-0.0263,-1.0,84.71
70.4302,0.2458,1.0,85.7
70.8955,0.4653,1.0,85.17
70.8692,-0.0263,-1.0,85.24
71.1853,0.3161,1.0,85.2
70.9394,-0.2458,-1.0,84.87
70.1141,-0.8253,-1.0,84.11
70.878,0.7638,1.0,83.37
70.0702,-0.8077,-1.0,83.29
70.9219,0.8516,1.0,83.23
70.5443,-0.3775,-1.0,82.54
70.7902,0.2458,1.0,83.26
70.5443,-0.2458,-1.0,85.17
69.403,-1.1413,-1.0,84.56
70.1932,0.7902,1.0,84.15
70.3161,0.1229,1.0,83.98
70.0702,-0.2458,-1.0,83.74
70.2107,0.1405,1.0,83.7
70.518,0.3073,1.0,84.57
70.5707,0.0527,1.0,84.97
69.6313,-0.9394,-1.0,84.56
67.5768,-2.0544,-1.0,86.61
67.1642,-0.4126,-1.0,86.85
67.6295,0.4653,1.0,86.57
67.1905,-0.439,-1.0,85.63
67.8666,0.676,1.0,84.53
67.252,-0.6146,-1.0,84.35
65.0395,-2.2125,-1.0,82.53
65.8033,0.7638,1.0,83.44
64.5566,-1.2467,-1.0,85.14
65.1449,0.5882,1.0,86.58
65.7507,0.6058,1.0,87.17
65.3644,-0.3863,-1.0,86.44
65.5487,0.1844,1.0,86.01
66.3565,0.8077,1.0,86.52
66.9096,0.5531,1.0,86.82
66.9623,0.0527,1.0,87.75
67.1554,0.1932,1.0,88.75
66.8569,-0.2985,-1.0,87.11
67.173,0.3161,1.0,87.59
66.9008,-0.2722,-1.0,87.73
67.4276,0.5268,1.0,88.69
67.6119,0.1844,1.0,89.17
67.9719,0.36,1.0,89.26
68.2353,0.2634,1.0,89.07
68.288,0.0527,1.0,88.84
67.3134,-0.9745,-1.0,88.84
68.8762,1.5628,1.0,90.18
68.2353,-0.6409,-1.0,88.7
68.5075,0.2722,1.0,86.58
68.9728,0.4653,1.0,86.75
68.6655,-0.3073,-1.0,86.0
68.3933,-0.2722,-1.0,86.84
68.209,-0.1844,-1.0,85.15
67.5944,-0.6146,-1.0,84.99
68.086,0.4917,1.0,86.39
68.9113,0.8253,1.0,85.88
69.3503,0.439,1.0,87.35
68.7357,-0.6146,-1.0,86.64
68.7796,0.0439,1.0,87.35
68.2616,-0.518,-1.0,87.37
67.1203,-1.1414,-1.0,87.77
67.3222,0.2019,1.0,87.31
66.9008,-0.4214,-1.0,86.97
67.3134,0.4126,1.0,84.74
67.5593,0.2458,1.0,84.41
67.8314,0.2722,1.0,84.63
68.0421,0.2107,1.0,85.89
68.1914,0.1493,1.0,85.64
67.928,-0.2634,-1.0,85.26
66.5672,-1.3608,-1.0,85.92
66.0843,-0.4829,-1.0,86.25
66.3389,0.2546,1.0,85.86
66.6198,0.281,1.0,86.57
66.0404,-0.5795,-1.0,86.6
64.7322,-1.3082,-1.0,86.34
65.18,0.4478,1.0,85.92
65.9175,0.7375,1.0,85.62
66.2248,0.3073,1.0,85.76
66.9974,0.7726,1.0,85.38
66.7779,-0.2195,-1.0,83.53
67.0149,0.237,1.0,84.8
66.9798,-0.0351,-1.0,85.1
67.2695,0.2897,1.0,85.31
66.4267,-0.8428,-1.0,85.77
66.4443,0.0176,1.0,85.0
67.5944,1.1501,1.0,84.7
68.446,0.8516,1.0,85.61
68.1475,-0.2985,-1.0,85.39
68.0773,-0.0702,-1.0,84.54
68.367,0.2897,1.0,86.03
67.6558,-0.7112,-1.0,86.5
68.007,0.3512,1.0,85.61
68.3494,0.3424,1.0,85.41
68.5426,0.1932,1.0,86.3
69.2625,0.7199,1.0,87.35
69.2889,0.0263,1.0,87.21
68.5601,-0.7287,-1.0,86.76
67.3837,-1.1765,-1.0,86.31
68.3143,0.9306,1.0,87.99
68.525,0.2107,1.0,87.77
68.0948,-0.4302,-1.0,87.48
68.2353,0.1405,1.0,87.9
68.5514,0.3161,1.0,87.43
69.2274,0.676,1.0,87.27
69.6225,0.3951,1.0,86.82
69.245,-0.3775,-1.0,85.42
69.8507,0.6058,1.0,85.91
69.9561,0.1054,1.0,85.97
69.6927,-0.2634,-1.0,85.51
69.1045,-0.5882,-1.0,85.3
69.2098,0.1054,1.0,85.45
69.0957,-0.1141,-1.0,85.47
69.8946,0.799,1.0,84.08
70.2371,0.3424,1.0,84.26
69.7103,-0.5268,-1.0,83.5
68.9552,-0.7551,-1.0,83.16
68.7006,-0.2546,-1.0,84.18
69.1923,0.4917,1.0,84.62
69.0518,-0.1405,-1.0,83.85
68.6743,-0.3775,-1.0,82.92
69.0167,0.3424,1.0,83.28
68.885,-0.1317,-1.0,83.28
69.7542,0.8692,1.0,84.58
69.5522,-0.2019,-1.0,84.41
69.4118,-0.1405,-1.0,85.0
69.5786,0.1668,1.0,84.77
69.4557,-0.1229,-1.0,83.63
69.7805,0.3248,1.0,83.35
69.6049,-0.1756,-1.0,83.31
70.5619,0.957,1.0,80.91
70.4302,-0.1317,-1.0,80.23
70.7551,0.3249,1.0,80.89
70.6234,-0.1317,-1.0,80.83
70.6497,0.0263,1.0,80.83
70.6497,0.0,0.0,81.07
70.3687,-0.281,-1.0,80.03
70.3512,-0.0176,-1.0,80.69
70.5356,0.1844,1.0,81.52
70.5356,0.0,0.0,81.73
70.676,0.1405,1.0,81.89
70.2019,-0.4741,-1.0,82.5
71.1414,0.9394,1.0,82.9
71.0975,-0.0439,-1.0,82.39
71.712,0.6146,1.0,82.17
71.8437,0.1317,1.0,81.41
72.3705,0.5268,1.0,81.69
72.5285,0.158,1.0,80.94
72.4232,-0.1054,-1.0,79.78
71.8788,-0.5443,-1.0,79.72
72.1247,0.2458,1.0,80.58
71.3872,-0.7375,-1.0,82.34
71.5891,0.2019,1.0,80.13
71.2994,-0.2897,-1.0,79.77
70.6585,-0.6409,-1.0,80.11
70.5531,-0.1054,-1.0,80.68
70.2985,-0.2546,-1.0,81.84
71.2204,0.9219,1.0,80.3
71.4135,0.1932,1.0,80.29
71.3521,-0.0615,-1.0,81.6
71.993,0.6409,1.0,81.33
72.3354,0.3424,1.0,81.55
72.23,-0.1054,-1.0,82.45
73.0904,0.8604,1.0,82.99
73.2485,0.158,1.0,84.7
73.3714,0.1229,1.0,84.69
73.6523,0.281,1.0,84.47
73.3011,-0.3512,-1.0,82.71
73.4153,0.1141,1.0,79.23
73.5909,0.1756,1.0,76.28
73.4592,-0.1317,-1.0,73.52
73.3099,-0.1493,-1.0,77.8
73.2924,-0.0176,-1.0,78.03
73.4767,0.1844,1.0,78.41
73.5558,0.079,1.0,77.32
73.5821,0.0263,1.0,75.1
74.0474,0.4653,1.0,77.09
73.8279,-0.2195,-1.0,77.55
73.4065,-0.4214,-1.0,76.15
73.4065,0.0,0.0,78.2
73.0465,-0.36,-1.0,77.51
72.8885,-0.158,-1.0,77.92
73.2748,0.3863,1.0,78.31
73.2309,-0.0439,-1.0,77.76
73.1782,-0.0527,-1.0,78.89
73.9157,0.7375,1.0,79.59
73.6436,-0.2722,-1.0,79.43
72.95,-0.6936,-1.0,79.01
72.5285,-0.4214,-1.0,79.9
73.6875,1.1589,1.0,79.19
72.309,-1.3784,-1.0,79.37
72.511,0.2019,1.0,79.58
72.7041,0.1932,1.0,80.3
72.9412,0.2371,1.0,78.62
71.42,-1.5212,-1.0,79.09
72.5,1.08,1.0,80.36
74.85,2.35,1.0,80.89
74.52,-0.33,-1.0,81.36
73.52,-1.0,-1.0,82.7
74.78,1.26,1.0,82.44
73.19,-1.59,-1.0,83.65
72.66,-0.53,-1.0,85.12
71.95,-0.71,-1.0,85.24
72.64,0.69,1.0,85.68
71.78,-0.86,-1.0,85.16
71.63,-0.15,-1.0,85.14
72.68,1.05,1.0,85.97
73.35,0.67,1.0,86.69
74.81,1.46,1.0,87.3
74.61,-0.2,-1.0,87.42
75.44,0.83,1.0,87.45
76.2,0.76,1.0,89.69
76.47,0.27,1.0,90.53
77.26,0.79,1.0,90.11
77.92,0.66,1.0,90.33
78.95,1.03,1.0,87.91
81.78,2.83,1.0,88.36
81.74,-0.04,-1.0,86.99
83.15,1.41,1.0,86.99
84.3,1.15,1.0,86.73
84.75,0.45,1.0,86.96
84.38,-0.37,-1.0,86.98
85.12,0.74,1.0,87.63
84.95,-0.17,-1.0,86.76
85.21,0.26,1.0,86.95
85.41,0.2,1.0,87.18
84.75,-0.66,-1.0,86.22
84.84,0.09,1.0,85.05
84.75,-0.09,-1.0,86.52
84.27,-0.48,-1.0,85.89
84.12,-0.15,-1.0,86.5
84.14,0.02,1.0,86.39
84.79,0.65,1.0,87.29
84.52,-0.27,-1.0,87.35
84.86,0.34,1.0,86.71
85.64,0.78,1.0,86.41
86.07,0.43,1.0,86.69
85.8,-0.27,-1.0,86.26
85.94,0.14,1.0,87.56
86.06,0.12,1.0,86.91
85.82,-0.24,-1.0,85.26
85.59,-0.23,-1.0,87.43
85.26,-0.33,-1.0,86.6
84.13,-1.13,-1.0,86.32
84.6,0.47,1.0,84.95
82.5,-2.1,-1.0,85.46
82.78,0.28,1.0,83.33
82.91,0.13,1.0,84.6
84.69,1.78,1.0,85.47
85.68,0.99,1.0,86.2
84.71,-0.97,-1.0,84.81
85.7,0.99,1.0,83.28
85.17,-0.53,-1.0,84.14
85.24,0.07,1.0,84.86
85.2,-0.04,-1.0,85.73
84.87,-0.33,-1.0,85.94
84.11,-0.76,-1.0,85.75
83.37,-0.74,-1.0,86.84
83.29,-0.08,-1.0,86.38
83.23,-0.06,-1.0,84.72
82.54,-0.69,-1.0,82.07
83.26,0.72,1.0,82.27
85.17,1.91,1.0,81.26
84.56,-0.61,-1.0,78.78
84.15,-0.41,-1.0,78.13
83.98,-0.17,-1.0,78.51
83.74,-0.24,-1.0,79.47
83.7,-0.04,-1.0,77.34
84.57,0.87,1.0,78.99
84.97,0.4,1.0,77.92
84.56,-0.41,-1.0,79.11
86.61,2.05,1.0,78.22
86.85,0.24,1.0,79.25
86.57,-0.28,-1.0,81.11
85.63,-0.94,-1.0,80.09
84.53,-1.1,-1.0,80.89
84.35,-0.18,-1.0,80.48
82.53,-1.82,-1.0,80.75
83.44,0.91,1.0,83.09
85.14,1.7,1.0,82.97
86.58,1.44,1.0,82.17
87.17,0.59,1.0,82.15
86.44,-0.73,-1.0,82.8
86.01,-0.43,-1.0,81.31
86.52,0.51,1.0,81.25
86.82,0.3,1.0,80.67
87.75,0.93,1.0,80.83
88.75,1.0,1.0,80.21
87.11,-1.64,-1.0,81.74
87.59,0.48,1.0,83.78
87.73,0.14,1.0,85.33
88.69,0.96,1.0,84.91
89.17,0.48,1.0,85.56
89.26,0.09,1.0,86.4
89.07,-0.19,-1.0,84.85
88.84,-0.23,-1.0,85.26
88.84,0.0,0.0,85.92
90.18,1.34,1.0,85.66
88.7,-1.48,-1.0,84.69
86.58,-2.12,-1.0,86.77
86.75,0.17,1.0,85.65
86.0,-0.75,-1.0,85.65
86.84,0.84,1.0,86.19
85.15,-1.69,-1.0,86.09
84.99,-0.16,-1.0,85.49
86.39,1.4,1.0,85.72
85.88,-0.51,-1.0,85.2
87.35,1.47,1.0,87.27
86.64,-0.71,-1.0,87.27
87.35,0.71,1.0,87.32
87.37,0.02,1.0,87.66
87.77,0.4,1.0,88.84
87.31,-0.46,-1.0,88.64
86.97,-0.34,-1.0,89.01
84.74,-2.23,-1.0,88.64
84.41,-0.33,-1.0,88.53
84.63,0.22,1.0,88.75
85.89,1.26,1.0,88.3
85.64,-0.25,-1.0,89.43
85.26,-0.38,-1.0,89.15
85.92,0.66,1.0,89.71
86.25,0.33,1.0,90.26
85.86,-0.39,-1.0,89.71
86.57,0.71,1.0,89.75
86.6,0.03,1.0,90.84
86.34,-0.26,-1.0,89.8
85.92,-0.42,-1.0,90.33
85.62,-0.3,-1.0,89.71
85.76,0.14,1.0,90.11
85.38,-0.38,-1.0,90.24
83.53,-1.85,-1.0,90.26
84.8,1.27,1.0,90.15
85.1,0.3,1.0,90.7
85.31,0.21,1.0,90.74
85.77,0.46,1.0,90.12
85.0,-0.77,-1.0,89.35
84.7,-0.3,-1.0,89.65
85.61,0.91,1.0,89.58
85.39,-0.22,-1.0,89.79
84.54,-0.85,-1.0,90.12
86.03,1.49,1.0,89.1
86.5,0.47,1.0,88.44
85.61,-0.89,-1.0,89.43
85.41,-0.2,-1.0,88.81
86.3,0.89,1.0,88.39
87.35,1.05,1.0,86.45
87.21,-0.14,-1.0,86.85
86.76,-0.45,-1.0,87.16
86.31,-0.45,-1.0,88.5
87.99,1.68,1.0,86.67
87.77,-0.22,-1.0,86.54
87.48,-0.29,-1.0,85.76
87.9,0.42,1.0,86.7
87.43,-0.47,-1.0,85.35
87.27,-0.16,-1.0,85.6
86.82,-0.45,-1.0,85.14
85.42,-1.4,-1.0,85.47
85.91,0.49,1.0,85.25
85.97,0.06,1.0,87.46
85.51,-0.46,-1.0,87.52
85.3,-0.21,-1.0,87.7
85.45,0.15,1.0,88.04
85.47,0.02,1.0,87.84
84.08,-1.39,-1.0,88.12
84.26,0.18,1.0,88.09
83.5,-0.76,-1.0,87.33
83.16,-0.34,-1.0,87.69
84.18,1.02,1.0,86.87
84.62,0.44,1.0,87.22
83.85,-0.77,-1.0,87.63
82.92,-0.93,-1.0,87.09
83.28,0.36,1.0,87.16
83.28,0.0,0.0,87.49
84.58,1.3,1.0,87.61
84.41,-0.17,-1.0,88.03
85.0,0.59,1.0,87.61
84.77,-0.23,-1.0,89.04
83.63,-1.14,-1.0,89.34
83.35,-0.28,-1.0,88.82
83.31,-0.04,-1.0,89.94
80.91,-2.4,-1.0,86.72
80.23,-0.68,-1.0,85.66
80.89,0.66,1.0,87.92
80.83,-0.06,-1.0,89.13
80.83,0.0,0.0,91.87
81.07,0.24,1.0,92.75
80.03,-1.04,-1.0,93.31
80.69,0.66,1.0,93.42
81.52,0.83,1.0,93.5
81.73,0.21,1.0,94.47
81.89,0.16,1.0,95.14
82.5,0.61,1.0,94.81
82.9,0.4,1.0,95.14
82.39,-0.51,-1.0,95.21
82.17,-0.22,-1.0,95.06
81.41,-0.76,-1.0,94.93
81.69,0.28,1.0,95.02
80.94,-0.75,-1.0,95.39
79.78,-1.16,-1.0,94.88
79.72,-0.06,-1.0,95.44
80.58,0.86,1.0,95.29
82.34,1.76,1.0,95.72
80.13,-2.21,-1.0,94.93
79.77,-0.36,-1.0,91.73
80.11,0.34,1.0,88.95
80.68,0.57,1.0,88.67
81.84,1.16,1.0,87.97
80.3,-1.54,-1.0,88.19
80.29,-0.01,-1.0,88.41
81.6,1.31,1.0,89.67
81.33,-0.27,-1.0,89.44
81.55,0.22,1.0,89.97
82.45,0.9,1.0,90.04
82.99,0.54,1.0,90.4
84.7,1.71,1.0,90.13
84.69,-0.01,-1.0,90.35
84.47,-0.22,-1.0,89.56
82.71,-1.76,-1.0,89.33
79.23,-3.48,-1.0,89.83
76.28,-2.95,-1.0,89.85
73.52,-2.76,-1.0,89.91
77.8,4.28,1.0,89.98
78.03,0.23,1.0,89.68
78.41,0.38,1.0,89.77
77.32,-1.09,-1.0,89.79
75.1,-2.22,-1.0,89.59
77.09,1.99,1.0,89.79
77.55,0.46,1.0,89.81
76.15,-1.4,-1.0,90.63
78.2,2.05,1.0,90.39
77.51,-0.69,-1.0,89.86
77.92,0.41,1.0,89.96
78.31,0.39,1.0,89.47
77.76,-0.55,-1.0,86.57
78.89,1.13,1.0,88.14
79.59,0.7,1.0,86.69
79.43,-0.16,-1.0,86.69
79.01,-0.42,-1.0,87.48
79.9,0.89,1.0,86.75
79.19,-0.71,-1.0,86.56
79.37,0.18,1.0,87.79
79.58,0.21,1.0,88.88
80.3,0.72,1.0,89.46
78.62,-1.68,-1.0,88.47
79.09,0.47,1.0,88.19
80.36,1.27,1.0,88.95
80.89,0.53,1.0,87.45
81.36,0.47,1.0,87.21
82.7,1.34,1.0,88.2
82.44,-0.26,-1.0,87.63
83.65,1.21,1.0,87.17
85.12,1.47,1.0,87.58
85.24,0.12,1.0,87.56
85.68,0.44,1.0,87.37
85.16,-0.52,-1.0,87.77
85.14,-0.02,-1.0,86.09
85.97,0.83,1.0,86.87
86.69,0.72,1.0,86.89
87.3,0.61,1.0,87.56
87.42,0.12,1.0,87.24
87.45,0.03,1.0,87.38
89.69,2.24,1.0,87.43
90.53,0.84,1.0,86.84
90.11,-0.42,-1.0,86.72
90.33,0.22,1.0,87.67
87.91,-2.42,-1.0,87.5
88.36,0.45,1.0,87.19
86.99,-1.37,-1.0,86.66
86.99,0.0,0.0,87.16
86.73,-0.26,-1.0,87.06
86.96,0.23,1.0,86.92
86.98,0.02,1.0,89.98
